org,max_slope,r2,intercept
DH_bio3_rep1,2.5178310672680553,0.9911480138338538,10.871921342116464
DH_bio3_rep2,2.498036797871293,0.9957693936039529,9.143221814799302
DH_bio3_rep3,2.393409945345555,0.995762860441713,9.36849945221958
DH_bio1_rep3,2.3883199903578167,0.9994379360476656,12.597793116662663
DH_bio2_rep2,2.2797342839527244,0.9984451525153364,9.695576189394647
DH_bio1_rep2,2.262202216772735,0.9993678998033744,12.223587166638177
DH_bio1_rep1,2.0501207589502926,0.998063211461231,12.684510868305619
DH_bio2_rep3,2.020712130132245,0.992237852180889,9.821882479831125
DH_bio2_rep1,1.8425637055613941,0.9946037756828832,9.881265288021401
p019_bio2_rep1,0.5576328464344794,0.987850131754537,3.0381035822838673
p089_bio3_rep2,0.47506246552227527,0.9101306205983266,0.07084834128362197
p064_bio2_rep3,0.4643170049926045,0.9516074458047347,-0.13633167840247937
p064_bio3_rep1,0.44056388171649086,0.9376623376623378,0.11458425080789521
p064_bio2_rep1,0.39531983738103604,0.9364747146594601,-1.0255656664455646
p064_bio1_rep2,0.38344327574297893,0.9864181282366742,1.828390946864645
p064_bio3_rep3,0.34159253473268336,0.933431130063966,0.6397921988019697
p019_bio3_rep3,0.3370681302991375,0.9121355816143114,1.6425133313864866
p033_bio1_rep1,0.3274537708778528,0.9217894606596366,6.115641181351793
p089_bio3_rep1,0.3212327147817287,0.9262287551676618,1.9639345630196112
p033_bio3_rep2,0.2878652320843309,0.9746299257030002,0.5641969413914794
p033_bio2_rep3,0.2861685804217511,0.95516812574612,0.6661845579976529
p033_bio2_rep2,0.27655422100046717,0.9887638436145358,1.1731063714061418
p064_bio3_rep2,0.25223554717016045,0.9411538340220168,-1.6552119501139793
p033_bio1_rep2,0.22622022167727363,0.9084714967067906,1.958844608031873
p089_bio2_rep1,0.22113026668953548,0.9014298489568494,0.6183012777426197
p033_bio1_rep3,0.21830251391856836,0.9067797297845566,0.02616984750238719
p077_bio1_rep1,0.19963934563019403,0.9494863035444421,0.0691516896210474
p019_bio3_rep2,0.19059053676310306,0.9710210188813679,1.2664222128480174
EV_bio3_rep1,0.18606613232955757,0.9512765302983697,-0.14161015024161253
p077_bio1_rep2,0.1600508068366711,0.9031405642114756,0.8563980610579589
p054_bio3_rep1,0.15948525628247784,0.9536014069869696,1.61065398350027
p054_bio2_rep2,0.15043644741538686,0.9079041916167668,1.1978020789392474
p042_bio3_rep3,0.14760869464442086,0.9434388200263141,1.8033182056287476
p054_bio2_rep1,0.1459120429818418,0.9631137262467444,0.8648813193708531
p045_bio2_rep3,0.1453464924276483,0.9639609836783345,0.28292979910607063
p077_bio2_rep2,0.14534649242764827,0.9100374308218704,1.1945972924654833
p077_bio3_rep2,0.14478094187345508,0.9077846523224679,1.4398577161339279
p045_bio1_rep3,0.14308429021087513,0.931649807146495,1.9090761592628753
p019_bio2_rep2,0.14082208799410237,0.9854202537681125,3.036029896918498
p042_bio3_rep2,0.13742878466894398,0.9598602042751484,0.8844870719162177
p054_bio3_rep2,0.1329043802353982,0.9115292564166056,1.7439353974384637
p077_bio2_rep3,0.13233882968120483,0.9116883116883119,0.5653280424998731
p077_bio2_rep1,0.1255522230308869,0.9034095075155811,1.5812453546822247
p042_bio2_rep3,0.12442112192250049,0.9603174603174597,0.6411118167617537
p089_bio2_rep3,0.1244211219225002,0.9972527472527472,2.573409543588476
p054_bio2_rep3,0.1238555713683071,0.9917835602274687,1.125977158556716
p042_bio1_rep3,0.12102781859734112,0.9574076655052265,1.1203216530147821
p042_bio2_rep2,0.11763451527218229,0.9947271612507664,1.6871918251677478
p042_bio3_rep1,0.11706896471798893,0.9724044025870878,1.39668735716385
p077_bio3_rep1,0.11537231305540938,0.9714285714285716,1.9475335969480125
p089_bio3_rep3,0.10802015585089779,0.9955246281893847,2.3530333443045315
p019_bio1_rep1,0.10632350418831839,0.9722354667155695,2.4925358143388445
p054_bio1_rep3,0.09218474033348889,0.9091189050470498,2.9932365716512104
p077_bio3_rep3,0.0865292347915572,0.9697852654836709,0.8986258357710496
p042_bio1_rep1,0.07748042592446601,0.9135556096373805,1.2813150441084409
EV_bio1_rep3,0.07578377426188643,0.9227132579650565,0.922190442195771
p019_bio1_rep3,0.07295602149092073,0.970981231158222,2.700658418281934
EV_bio3_rep3,0.07125936982834127,0.9244565217391305,1.3244854030785167
p019_bio1_rep2,0.07012826871995462,0.933387292594091,2.1345423135345594
EV_bio1_rep1,0.06503831373221619,0.9763750461424882,0.4601356394199343
p045_bio3_rep1,0.06334166206963632,0.9081081081081082,0.5934170533581364
p054_bio1_rep1,0.059948358744477535,0.9051557465091299,1.7765488127302695
p077_bio1_rep3,0.05712060597351179,0.9174936291410574,1.472282614574332
EV_bio2_rep1,0.05598950486512519,0.9161240068546503,1.8200962054031464
EV_bio3_rep2,0.04354739267287499,0.9324770642201827,1.92227233886072
EV_bio1_rep2,0.042981842118682154,0.9034410844629828,1.1989331800476277
